TestID,Category,Module / Page,Test Case,Method,Environment,Status,Observed Result (evidence),Executed At
WEB-CH-00135,Functional,Phone Usage,log_usage_modal_open_cancel,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T06:46:36.916Z
WEB-CH-00136,Functional,Activity Tracker,log_activity_modal_open_cancel,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T06:46:57.492Z
WEB-CH-00137,Functional,Emotion Analysis,tab_switching_works,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T06:47:18.025Z
WEB-CH-00138,UI/UX,Sidebar,mobile_menu_open_close,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T06:47:38.608Z
WEB-CH-00139,UI/UX,Sidebar,collapse_expand_toggle_works,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T06:47:59.142Z
WEB-CH-00140,Functional,Header,notifications_dropdown_mark_all_read,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T06:48:19.662Z
WEB-CH-00141,Functional,Profile,edit_cancel_toggle_works,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T06:48:40.184Z
WEB-CH-00142,UI/UX,Profile,notifications_tab_shows_settings_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T06:49:00.700Z
WEB-CH-00143,UI/UX,Profile,privacy_tab_shows_data_privacy_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T06:49:21.227Z
WEB-CH-00144,UI/UX,Sleep Tracker,calendar_tab_shows_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T06:49:41.745Z
WEB-CH-00145,Functional,Analytics,export_modal_open_close,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T06:50:02.264Z
WEB-CH-00146,E2E,Wellness Chat,starter_prompt_click_sends_message,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T06:50:22.786Z
WEB-CH-00147,Compatibility,Dashboard,responsive_mobile-small_320x568,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 320x568 (mobile-small),2026-07-28T06:50:23.285Z
WEB-CH-00148,Compatibility,Dashboard,responsive_mobile_375x812,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 375x812 (mobile),2026-07-28T06:50:23.726Z
WEB-CH-00149,Compatibility,Dashboard,responsive_tablet_768x1024,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 768x1024 (tablet),2026-07-28T06:50:24.167Z
WEB-CH-00150,Compatibility,Dashboard,responsive_desktop_1440x900,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 1440x900 (desktop),2026-07-28T06:50:24.605Z
WEB-CH-00151,Compatibility,Dashboard,responsive_desktop-large_1920x1080,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 1920x1080 (desktop-large),2026-07-28T06:50:25.043Z
WEB-CH-00152,Compatibility,Sleep Tracker,responsive_mobile-small_320x568,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 320x568 (mobile-small),2026-07-28T06:50:25.528Z
WEB-CH-00153,Compatibility,Sleep Tracker,responsive_mobile_375x812,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 375x812 (mobile),2026-07-28T06:50:25.966Z
WEB-CH-00154,Compatibility,Sleep Tracker,responsive_tablet_768x1024,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 768x1024 (tablet),2026-07-28T06:50:26.405Z
WEB-CH-00155,Compatibility,Sleep Tracker,responsive_desktop_1440x900,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 1440x900 (desktop),2026-07-28T06:50:26.844Z
WEB-CH-00156,Compatibility,Sleep Tracker,responsive_desktop-large_1920x1080,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 1920x1080 (desktop-large),2026-07-28T06:50:27.282Z
WEB-CH-00157,Compatibility,Phone Usage,responsive_mobile-small_320x568,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 320x568 (mobile-small),2026-07-28T06:50:27.769Z
WEB-CH-00158,Compatibility,Phone Usage,responsive_mobile_375x812,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 375x812 (mobile),2026-07-28T06:50:28.209Z
WEB-CH-00159,Compatibility,Phone Usage,responsive_tablet_768x1024,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 768x1024 (tablet),2026-07-28T06:50:28.645Z
WEB-CH-00160,Compatibility,Phone Usage,responsive_desktop_1440x900,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 1440x900 (desktop),2026-07-28T06:50:29.084Z
WEB-CH-00161,Compatibility,Phone Usage,responsive_desktop-large_1920x1080,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 1920x1080 (desktop-large),2026-07-28T06:50:29.522Z
WEB-CH-00162,Compatibility,Emotion Analysis,responsive_mobile-small_320x568,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 320x568 (mobile-small),2026-07-28T06:50:30.012Z
WEB-CH-00163,Compatibility,Emotion Analysis,responsive_mobile_375x812,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 375x812 (mobile),2026-07-28T06:50:30.451Z
WEB-CH-00164,Compatibility,Emotion Analysis,responsive_tablet_768x1024,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 768x1024 (tablet),2026-07-28T06:50:30.891Z
WEB-CH-00165,Compatibility,Emotion Analysis,responsive_desktop_1440x900,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 1440x900 (desktop),2026-07-28T06:50:31.329Z
WEB-CH-00166,Compatibility,Emotion Analysis,responsive_desktop-large_1920x1080,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 1920x1080 (desktop-large),2026-07-28T06:50:31.770Z
WEB-CH-00167,Compatibility,Activity Tracker,responsive_mobile-small_320x568,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 320x568 (mobile-small),2026-07-28T06:50:32.259Z
WEB-CH-00168,Compatibility,Activity Tracker,responsive_mobile_375x812,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 375x812 (mobile),2026-07-28T06:50:32.699Z
WEB-CH-00169,Compatibility,Activity Tracker,responsive_tablet_768x1024,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 768x1024 (tablet),2026-07-28T06:50:33.139Z
WEB-CH-00170,Compatibility,Activity Tracker,responsive_desktop_1440x900,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 1440x900 (desktop),2026-07-28T06:50:33.578Z
WEB-CH-00171,Compatibility,Activity Tracker,responsive_desktop-large_1920x1080,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 1920x1080 (desktop-large),2026-07-28T06:50:34.015Z
WEB-CH-00172,Compatibility,Recommendations,responsive_mobile-small_320x568,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 320x568 (mobile-small),2026-07-28T06:50:34.508Z
WEB-CH-00173,Compatibility,Recommendations,responsive_mobile_375x812,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 375x812 (mobile),2026-07-28T06:50:34.948Z
WEB-CH-00174,Compatibility,Recommendations,responsive_tablet_768x1024,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 768x1024 (tablet),2026-07-28T06:50:35.387Z
WEB-CH-00175,Compatibility,Recommendations,responsive_desktop_1440x900,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 1440x900 (desktop),2026-07-28T06:50:35.827Z
WEB-CH-00176,Compatibility,Recommendations,responsive_desktop-large_1920x1080,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 1920x1080 (desktop-large),2026-07-28T06:50:36.267Z
WEB-CH-00177,Compatibility,Analytics,responsive_mobile-small_320x568,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 320x568 (mobile-small),2026-07-28T06:50:36.752Z
WEB-CH-00178,Compatibility,Analytics,responsive_mobile_375x812,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 375x812 (mobile),2026-07-28T06:50:37.190Z
WEB-CH-00179,Compatibility,Analytics,responsive_tablet_768x1024,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 768x1024 (tablet),2026-07-28T06:50:37.632Z
WEB-CH-00180,Compatibility,Analytics,responsive_desktop_1440x900,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 1440x900 (desktop),2026-07-28T06:50:38.071Z
WEB-CH-00181,Compatibility,Analytics,responsive_desktop-large_1920x1080,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 1920x1080 (desktop-large),2026-07-28T06:50:38.510Z
WEB-CH-00182,Compatibility,Wellness Chat,responsive_mobile-small_320x568,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 320x568 (mobile-small),2026-07-28T06:50:39.000Z
WEB-CH-00183,Compatibility,Wellness Chat,responsive_mobile_375x812,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 375x812 (mobile),2026-07-28T06:50:39.438Z
WEB-CH-00184,Compatibility,Wellness Chat,responsive_tablet_768x1024,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 768x1024 (tablet),2026-07-28T06:50:39.876Z
WEB-CH-00185,Compatibility,Wellness Chat,responsive_desktop_1440x900,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 1440x900 (desktop),2026-07-28T06:50:40.314Z
WEB-CH-00186,Compatibility,Wellness Chat,responsive_desktop-large_1920x1080,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 1920x1080 (desktop-large),2026-07-28T06:50:40.753Z
WEB-CH-00187,Compatibility,Profile,responsive_mobile-small_320x568,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 320x568 (mobile-small),2026-07-28T06:50:41.243Z
WEB-CH-00188,Compatibility,Profile,responsive_mobile_375x812,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 375x812 (mobile),2026-07-28T06:50:41.688Z
WEB-CH-00189,Compatibility,Profile,responsive_tablet_768x1024,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 768x1024 (tablet),2026-07-28T06:50:42.127Z
WEB-CH-00190,Compatibility,Profile,responsive_desktop_1440x900,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 1440x900 (desktop),2026-07-28T06:50:42.565Z
WEB-CH-00191,Compatibility,Profile,responsive_desktop-large_1920x1080,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 1920x1080 (desktop-large),2026-07-28T06:50:43.006Z
WEB-CH-00192,Accessibility,Dashboard,no_severe_console_errors,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,1 severe console errors: https://jaishreeprakash.github.io/burnout-ai/dashboard - Failed to load resource: the server responded with a status of 404 (),2026-07-28T06:50:43.581Z
WEB-CH-00193,Accessibility,Sleep Tracker,no_severe_console_errors,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,1 severe console errors: https://jaishreeprakash.github.io/burnout-ai/sleep - Failed to load resource: the server responded with a status of 404 (),2026-07-28T06:50:44.131Z
WEB-CH-00194,Accessibility,Phone Usage,no_severe_console_errors,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,1 severe console errors: https://jaishreeprakash.github.io/burnout-ai/phone - Failed to load resource: the server responded with a status of 404 (),2026-07-28T06:50:44.679Z
WEB-CH-00195,Accessibility,Emotion Analysis,no_severe_console_errors,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,1 severe console errors: https://jaishreeprakash.github.io/burnout-ai/emotions - Failed to load resource: the server responded with a status of 404 (),2026-07-28T06:50:45.228Z
WEB-CH-00196,Accessibility,Activity Tracker,no_severe_console_errors,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,1 severe console errors: https://jaishreeprakash.github.io/burnout-ai/activity - Failed to load resource: the server responded with a status of 404 (),2026-07-28T06:50:45.782Z
WEB-CH-00197,Accessibility,Recommendations,no_severe_console_errors,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,1 severe console errors: https://jaishreeprakash.github.io/burnout-ai/recommendations - Failed to load resource: the server responded with a status of 404 (),2026-07-28T06:50:46.329Z
WEB-CH-00198,Accessibility,Analytics,no_severe_console_errors,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,1 severe console errors: https://jaishreeprakash.github.io/burnout-ai/analytics - Failed to load resource: the server responded with a status of 404 (),2026-07-28T06:50:46.880Z
WEB-CH-00199,Accessibility,Wellness Chat,no_severe_console_errors,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,1 severe console errors: https://jaishreeprakash.github.io/burnout-ai/chat - Failed to load resource: the server responded with a status of 404 (),2026-07-28T06:50:47.428Z
WEB-CH-00200,Accessibility,Profile,no_severe_console_errors,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,1 severe console errors: https://jaishreeprakash.github.io/burnout-ai/profile - Failed to load resource: the server responded with a status of 404 (),2026-07-28T06:50:47.978Z
WEB-CH-00201,Accessibility,Dashboard,no_severe_console_errors_after_spa_nav,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T06:51:08.537Z
WEB-CH-00202,Accessibility,Sleep Tracker,no_severe_console_errors_after_spa_nav,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T06:51:29.045Z
WEB-CH-00203,Accessibility,Phone Usage,no_severe_console_errors_after_spa_nav,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T06:51:49.048Z
WEB-CH-00204,Accessibility,Emotion Analysis,no_severe_console_errors_after_spa_nav,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T06:52:09.560Z
WEB-CH-00205,Accessibility,Activity Tracker,no_severe_console_errors_after_spa_nav,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T06:52:29.575Z
WEB-CH-00206,Accessibility,Recommendations,no_severe_console_errors_after_spa_nav,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T06:52:49.587Z
WEB-CH-00207,Accessibility,Analytics,no_severe_console_errors_after_spa_nav,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T06:53:09.600Z
WEB-CH-00208,Accessibility,Wellness Chat,no_severe_console_errors_after_spa_nav,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T06:53:29.614Z
WEB-CH-00209,Accessibility,Profile,no_severe_console_errors_after_spa_nav,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T06:53:50.094Z
WEB-FI-00001,UI/UX,Login,element_present_username_input,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Element located,2026-07-28T07:34:50.811Z
WEB-FI-00002,UI/UX,Login,element_present_password_input,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Element located,2026-07-28T07:34:51.085Z
WEB-FI-00003,UI/UX,Login,element_present_submit_button,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Element located,2026-07-28T07:34:51.206Z
WEB-FI-00004,UI/UX,Login,element_present_register_link,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Element located,2026-07-28T07:34:51.246Z
WEB-FI-00005,UI/UX,Login,element_present_password_toggle,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Element located,2026-07-28T07:34:51.264Z
WEB-FI-00006,UI/UX,Login,element_present_forgot_password_button,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Element located,2026-07-28T07:34:51.292Z
WEB-FI-00007,UI/UX,Login,element_present_ai_analysis_feature_label,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Element located,2026-07-28T07:34:51.319Z
WEB-FI-00008,Functional,Login,empty_submit_blocked,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Form did not navigate away on empty submit,2026-07-28T07:34:52.593Z
WEB-FI-00009,Security,Login,wrong_credentials_rejected,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,No error banner appeared after invalid login,2026-07-28T07:35:01.248Z
WEB-FI-00010,Security,Login,sql_injection_input_no_crash,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Page still renders content after SQLi-style login attempt,2026-07-28T07:35:03.485Z
WEB-FI-00011,Functional,Login,password_show_hide_toggle,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,type changed password -> text,2026-07-28T07:35:04.009Z
WEB-FI-00012,UI/UX,Login,register_link_navigates,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Landed on https://jaishreeprakash.github.io/burnout-ai/register,2026-07-28T07:35:04.444Z
WEB-FI-00013,UI/UX,Register,element_present_full_name_input,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Element located,2026-07-28T07:35:04.633Z
WEB-FI-00014,UI/UX,Register,element_present_username_input,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Element located,2026-07-28T07:35:04.637Z
WEB-FI-00015,UI/UX,Register,element_present_email_input,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Element located,2026-07-28T07:35:04.639Z
WEB-FI-00016,UI/UX,Register,element_present_age_input,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Element located,2026-07-28T07:35:04.640Z
WEB-FI-00017,UI/UX,Register,element_present_gender_select,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Element located,2026-07-28T07:35:04.646Z
WEB-FI-00018,UI/UX,Register,element_present_password_input,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Element located,2026-07-28T07:35:04.649Z
WEB-FI-00019,UI/UX,Register,element_present_confirm_password_input,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Element located,2026-07-28T07:35:04.652Z
WEB-FI-00020,UI/UX,Register,element_present_submit_button,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Element located,2026-07-28T07:35:04.655Z
WEB-FI-00021,UI/UX,Register,element_present_login_link,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Element located,2026-07-28T07:35:04.826Z
WEB-FI-00022,Functional,Register,short_password_blocked,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Weak password correctly blocked client-side submit,2026-07-28T07:35:06.169Z
WEB-FI-00023,Functional,Register,password_mismatch_blocked,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Password mismatch correctly blocked client-side submit,2026-07-28T07:35:07.552Z
WEB-FI-00024,Security,Register,xss_input_no_crash,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Page renders normally with XSS-style full_name input (no script executed/crash),2026-07-28T07:35:08.388Z
WEB-FI-00025,UI/UX,Register,login_link_navigates,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Landed on https://jaishreeprakash.github.io/burnout-ai/login,2026-07-28T07:35:08.779Z
WEB-FI-00026,Functional,Login,empty_submit_shows_required_errors,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,react-hook-form required-field messages present: True,2026-07-28T07:35:09.521Z
WEB-FI-00027,Functional,Login,password_toggle_reverts_on_second_click,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,type sequence password -> text -> password,2026-07-28T07:35:09.997Z
WEB-FI-00028,Functional,Register,empty_submit_shows_required_errors,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,react-hook-form required-field messages present: True,2026-07-28T07:35:10.751Z
WEB-FI-00029,Functional,Register,invalid_email_format_blocked,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Invalid email format correctly blocked client-side submit,2026-07-28T07:35:11.854Z
WEB-FI-00030,Functional,Register,username_min_length_blocked,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Sub-minimum-length username correctly blocked client-side submit,2026-07-28T07:35:12.949Z
WEB-FI-00031,Functional,Register,username_invalid_chars_blocked,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Username with invalid characters correctly blocked client-side submit,2026-07-28T07:35:14.049Z
WEB-FI-00032,Functional,Register,age_out_of_range_blocked,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Below-minimum age correctly blocked client-side submit,2026-07-28T07:35:15.167Z
WEB-FI-00033,Functional,Register,gender_select_has_expected_options,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,"Gender select options: ['Prefer not to say', 'Male', 'Female', 'Non-binary', 'Other']",2026-07-28T07:35:15.574Z
WEB-FI-00034,Functional,Register,real_registration_succeeds,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,"Did not reach /dashboard after registration, stuck at https://jaishreeprakash.github.io/burnout-ai/register",2026-07-28T07:35:28.215Z
WEB-FI-00035,Functional,Login,real_login_succeeds,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:35:48.401Z
WEB-FI-00036,UI/UX,Sidebar,nav_link_dashboard_works,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:36:09.074Z
WEB-FI-00037,UI/UX,Sidebar,nav_link_sleep_works,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:36:29.717Z
WEB-FI-00038,UI/UX,Sidebar,nav_link_phone_works,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:36:50.371Z
WEB-FI-00039,UI/UX,Sidebar,nav_link_emotions_works,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:37:11.030Z
WEB-FI-00040,UI/UX,Sidebar,nav_link_activity_works,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:37:31.691Z
WEB-FI-00041,UI/UX,Sidebar,nav_link_recommendations_works,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:37:52.340Z
WEB-FI-00042,UI/UX,Sidebar,nav_link_analytics_works,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:38:13.012Z
WEB-FI-00043,UI/UX,Sidebar,nav_link_chat_works,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:38:33.657Z
WEB-FI-00044,UI/UX,Sidebar,nav_link_profile_works,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:38:54.309Z
WEB-FI-00045,UI/UX,Dashboard,element_present_refresh_button,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:39:14.691Z
WEB-FI-00046,UI/UX,Dashboard,element_present_burnout_score_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:39:34.866Z
WEB-FI-00047,UI/UX,Dashboard,element_present_wellness_score_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Element located,2026-07-28T07:39:34.869Z
WEB-FI-00048,UI/UX,Dashboard,element_present_health_dimensions_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:39:55.050Z
WEB-FI-00049,UI/UX,Dashboard,element_present_emotional_stability_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:40:15.235Z
WEB-FI-00050,UI/UX,Dashboard,element_present_emotion_distribution_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:40:35.411Z
WEB-FI-00051,UI/UX,Dashboard,element_present_ai_recommendations_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:40:55.592Z
WEB-FI-00052,UI/UX,Dashboard,element_present_progress_comparison_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:41:15.766Z
WEB-FI-00053,UI/UX,Dashboard,element_present_quick_stats_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:41:35.938Z
WEB-FI-00054,UI/UX,Dashboard,element_present_view_all_link,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:41:56.403Z
